,Timestamp,Open,High,Low,Close,Date,%K,%D,Slow %K,Slow %D,isLocalPeak,isLocalTrough,Label,Short_Moving_Avg,Long_Moving_Avg,RSI,MinutesSincePeak,MinutesSinceTrough,PriceChangeSincePeak,PriceChangeSinceTrough,FourierSignalSell,FourierSignalBuy,Short_Moving_Avg_1st_Deriv,Short_Moving_Avg_2nd_Deriv
16,2024-05-29 01:03:04,67749.7,67749.7,67744.0,67744.0,2024-05-29 01:03:04,0.0,27.80003816066784,27.80003816066784,50.817274057115945,False,True,Buy,67755.314,67749.236,41.814265198669304,5,0,-2.0899999999965075,0.0,False,True,-404.7999999995227,-38579.99999992899
17,2024-05-29 01:03:05,67744.01,67744.01,67744.0,67744.01,2024-05-29 01:03:05,0.04938271602351264,7.7821544752833836,7.7821544752833836,29.662677072127078,True,False,Sell,67751.26800000001,67749.236,41.81426519864903,0,1,0.0,-5.690000000002328,False,False,-404.59999999875436,20.000000076834112
18,2024-05-29 01:03:06,67744.01,67744.01,67734.0,67734.01,2024-05-29 01:03:06,0.03305785122235144,0.027480189081954695,0.027480189081954695,11.869890941677726,False,False,Hold,67746.03,67749.236,36.60938809723542,1,2,0.0,-5.690000000002328,False,False,-523.8000000012107,-11920.000000245636
19,2024-05-29 01:03:07,67734.0,67734.01,67730.0,67730.0,2024-05-29 01:03:07,0.0,0.027480189081954695,0.027480189081954695,2.6123716178157643,False,False,Hold,67740.574,67749.236,33.77150589600336,2,3,-10.009999999994761,-15.69999999999709,False,False,-545.6000000005588,-2179.9999999348074
20,2024-05-29 01:03:08,67729.99,67729.99,67720.6,67720.6,2024-05-29 01:03:08,0.0,0.011019283740783814,0.011019283740783814,0.021993220634897736,False,False,Hold,67734.524,67747.7235,28.583115183250158,3,4,-14.019999999989523,-19.70999999999185,False,False,-604.9999999988358,-5939.999999827705
21,2024-05-29 01:03:09,67720.0,67720.01,67720.0,67704.22255725192,2024-05-29 01:03:09,0.0,0.012815583743128701,0.0,0.012833157607579504,False,True,Buy,67726.56851145039,67745.3921278626,22.54267932013093,4,0,-24.00999999999476,0.0,False,False,-795.5488549618167,-19054.885496298084
22,2024-05-29 01:03:10,67720.0,67720.01,67720.0,67720.01,2024-05-29 01:03:10,0.0,0.012815583743128701,0.0,0.0036730945802612713,False,False,Hold,67721.76851145038,67743.85062786259,35.651480484955215,5,1,-24.00999999999476,0.0,False,True,-480.00000000029104,31554.885496152565
23,2024-05-29 01:03:11,67720.01,67720.01,67720.0,67720.01,2024-05-29 01:03:11,0.0,0.012815583743128701,0.0,0.0,True,False,Sell,67718.96851145038,67742.30862786259,35.651480484955215,0,2,0.0,0.0,False,False,-280.00000000029104,20000.0
24,2024-05-29 01:03:12,67720.01,67720.01,67720.0,67720.01,2024-05-29 01:03:12,0.0,0.012815583743128701,0.0,0.0,False,False,Hold,67716.97051145037,67740.96962786259,31.99170608939565,1,3,0.0,0.0,False,False,-199.80000000068685,8019.999999960419
25,2024-05-29 01:03:13,67720.01,67720.01,67720.0,67720.0,2024-05-29 01:03:13,0.0,0.012815583743128701,0.0,0.0,False,True,Buy,67716.85051145038,67739.63012786259,20.831366256721722,2,0,0.0,0.0,False,False,-11.999999999534339,18780.00000011525
26,2024-05-29 01:03:14,67720.0,67720.0,67720.0,67720.0,2024-05-29 01:03:14,0.0,0.012815583743128701,0.0,0.0,False,False,Hold,67720.006,67738.2911278626,20.831366256721722,3,1,-0.00999999999476131,-0.00999999999476131,False,False,315.54885496152565,32754.885496106
27,2024-05-29 01:03:15,67720.0,67720.01,67720.0,67720.01,2024-05-29 01:03:15,0.0,0.012815583743128701,0.0,0.0,True,False,Sell,67720.006,67736.9526278626,22.014439043864172,0,2,0.0,-0.00999999999476131,False,False,0.0,-31554.885496152565
28,2024-05-29 01:03:16,67720.0,67720.01,67720.0,67720.01,2024-05-29 01:03:16,0.0,0.012815583743128701,0.0,0.0,False,False,Hold,67720.00600000001,67735.61412786259,22.94762143278838,1,3,0.0,-0.00999999999476131,False,False,1.4551915228366852e-09,1.4551915228366852e-07
29,2024-05-29 01:03:17,67720.01,67720.01,67720.0,67720.0,2024-05-29 01:03:17,0.0,0.012815583743128701,0.0,0.0,False,True,Buy,67720.004,67734.2751278626,25.306126189954654,2,0,0.00999999999476131,0.0,False,False,-0.20000000076834112,-20.000000222353265
30,2024-05-29 01:03:18,67720.01,67720.01,67720.01,67720.01,2024-05-29 01:03:18,0.0,0.012815583743128701,0.0,0.0,True,False,Sell,67720.00600000001,67732.68562786261,28.43591066656633,0,1,0.0,0.0,False,False,0.20000000076834112,40.000000153668225
31,2024-05-29 01:03:19,67720.01,67720.01,67714.0,67714.0,2024-05-29 01:03:19,0.0,0.012815583743128701,0.0,0.0,False,False,Hold,67718.80600000001,67730.17362786259,25.651070376523265,1,2,0.0,0.0,False,False,-119.99999999970896,-12020.00000004773
32,2024-05-29 01:03:20,67714.0,67714.0,67711.67,67713.8,2024-05-29 01:03:20,0.0,0.012815583743128701,0.0,0.0,False,True,Buy,67717.564,67727.6516278626,30.501645294028037,2,0,-6.009999999994761,0.0,False,False,-124.20000000129221,-420.00000015832484
33,2024-05-29 01:03:21,67713.99,67714.0,67713.99,67714.0,2024-05-29 01:03:21,0.0,0.012815583743128701,0.0,0.0,True,False,Sell,67716.362,67725.3416278626,33.338500306020194,0,1,0.0,-0.00999999999476131,False,False,-120.2000000004773,400.0000000814907
