,Timestamp,Open,High,Low,Close,Volume,Date,Daily_Change,Daily_Change_Open_to_Close,%K,%D,Slow %K,Slow %D,KalmanFilterEst,isLocalPeak,isLocalTrough,Label,Short_Moving_Avg,Long_Moving_Avg,RSI,HurstExponent,MinutesSincePeak,MinutesSinceTrough,PriceChangeSincePeak,PriceChangeSinceTrough,FourierSignalSell,FourierSignalBuy,KalmanFilterEst_1st_Deriv,KalmanFilterEst_2nd_Deriv,Short_Moving_Avg_1st_Deriv,Short_Moving_Avg_2nd_Deriv,Long_Moving_Avg_1st_Deriv,Long_Moving_Avg_2nd_Deriv,DataAge,Weight
8883,2024-04-20 04:03:00,63909.22,63951.59,63909.22,63942.02,8.89159,2024-04-20 04:03:00,0.051322798181541174,0.0,69.61620469082975,57.41837211488598,57.41837211488598,58.19316441419007,63932.66367438134,True,False,Sell,63932.043999999994,63924.672999999995,62.85826819366174,0.5852126885657788,0,0,0.0,-20.909999999996217,False,False,1513.8852860793122,285763.3635155071,273.1999999996333,100799.9999999447,60.099999999511056,34219.99999998661,10,0.6065306597126334
8892,2024-04-20 04:12:00,63922.03,63945.0,63922.03,63925.34,6.13787,2024-04-20 04:12:00,0.005162538617353718,-1.5644056419409124e-05,49.95342771981845,41.06122702434154,41.06122702434154,25.139890987001525,63920.47903277403,True,False,Sell,63906.456000000006,63923.1765,49.47689323078982,0.5271419472742966,0,0,0.0,17.139999999999418,False,False,786.521018982603,-73866.65252932289,-273.39999999967404,-45639.999999984866,165.95000000088476,4065.000000191503,10,0.6065306597126334
8894,2024-04-20 04:14:00,63870.01,63870.01,63840.0,63840.01,15.7785,2024-04-20 04:14:00,-0.04695475183966735,1.565680288404144e-05,0.008714596951666464,16.654047438923353,16.654047438923353,29.997656481959115,63858.82995230474,False,True,Buy,63891.478,63918.206999999995,36.77404935985399,0.5388603043983164,0,0,-52.0199999999968,0.0,False,False,-3045.132249571907,7464.354778494453,-800.0,-10219.99999997206,-392.9500000005646,-28895.00000004773,10,0.6065306597126334
8923,2024-04-20 04:43:00,64200.0,64220.0,64175.85,64195.39,13.74101,2024-04-20 04:43:00,-0.007180685358254557,0.0,93.18999391222515,97.4700591328215,97.4700591328215,93.21287629517121,64187.74884406254,False,False,Hold,64152.916000000005,63991.82899999999,72.57756563245857,0.38077421152248836,0,0,38.55999999999767,77.12000000000262,False,False,1236.3650020153727,-274639.4264575065,1582.6000000000931,-168879.9999999901,1649.749999998312,15109.999999840511,10,0.6065306597126334
8925,2024-04-20 04:45:00,64185.81,64206.71,64161.89,64182.65,50.54239,2024-04-20 04:45:00,-0.004923206546736392,0.0,89.66461896065117,91.1312192152303,91.1312192152303,94.39254152546609,64184.13988613202,False,True,Buy,64185.058000000005,64022.121999999996,76.65891021912009,0.3629007343614513,0,0,24.369999999995343,0.0,False,False,-241.06864009809215,-12124.148714428884,1955.6000000004133,69700.0000000844,1465.449999998964,-9840.000000258442,10,0.6065306597126334
8941,2024-04-20 05:01:00,64172.35,64172.36,64145.63,64161.82,8.27371,2024-04-20 05:01:00,-0.016424516723401172,-1.558303294757629e-05,71.10898813788656,63.3047246140535,63.3047246140535,61.19384303299531,64161.431999152795,False,False,Hold,64155.114,64158.7475,45.12058653289587,0.42809657853144095,0,0,39.2699999999968,-9.730000000003201,False,False,62.779855843109544,-180698.77647067187,917.3999999999069,-73620.0000000099,1.9000000007508788,-43554.999999760184,10,0.6065306597126334
8972,2024-04-20 05:32:00,64112.09,64145.35,64098.9,64098.91,7.12838,2024-04-20 05:32:00,-0.020557745036842157,0.0,69.94758299359646,71.97744910557286,71.97744910557286,75.18717876250112,64098.04860653734,False,True,Buy,64093.926,64058.940500000004,63.70106761565894,0.5126914549394912,0,0,58.57999999999447,0.0,False,False,139.3763900268823,-235808.4533465444,-358.60000000029686,-105580.0000000454,207.45000000097207,-27384.999999849242,10,0.6065306597126334
9007,2024-04-20 06:07:00,64075.56,64075.57,64000.0,64012.05,16.49247,2024-04-20 06:07:00,-0.09913294567648334,-1.5606572055523295e-05,5.630314923840338,7.592119492764728,7.592119492764728,9.345933013403348,64037.20616226071,False,False,Hold,64073.35400000001,64144.6,18.112130899588337,0.4836814585805829,0,0,0.0,-60.5,False,False,-4070.352556432772,-369178.3114035934,-2116.999999999098,-122239.99999994703,-797.1499999999651,-20784.999999959837,10,0.6065306597126334
9022,2024-04-20 06:22:00,64053.17,64071.91,64053.17,64069.13,4.42152,2024-04-20 06:22:00,0.024916799590091188,0.0,97.9083590399473,84.88573156292934,84.88573156292934,73.049003411527,64059.38144539565,True,False,Sell,64038.583999999995,64035.57050000001,61.73605551107583,0.5628596779999604,0,0,0.0,-9.090000000003783,False,False,1577.3492691019783,3017.751650768332,137.39999999961583,-39420.00000010012,-243.84999999892898,9180.000000123982,10,0.6065306597126334
9024,2024-04-20 06:24:00,64064.78,64064.78,64049.96,64054.71,8.30254,2024-04-20 06:24:00,-0.015702858216770643,1.5609203001957657e-05,87.0589120457423,93.1984049356666,93.1984049356666,90.74607479884683,64057.76639855164,False,True,Buy,64054.407999999996,64031.365000000005,56.17702959543891,0.5357641680631992,0,0,11.610000000000582,0.0,False,False,-494.5356739728595,-82756.66635447124,666.3999999989755,-24960.00000021013,-64.09999999887077,29235.000000262517,10,0.6065306597126334
9073,2024-04-20 07:13:00,64048.12,64057.15,64035.73,64046.8,10.53043,2024-04-20 07:13:00,-0.0020453374814599634,1.5613263220471716e-05,8.90873973925654,15.978272889469325,15.978272889469325,21.41194372106193,64049.631144332496,False,False,Hold,64056.48,64075.3705,50.1497067388547,0.6591087060391678,0,0,-6.779999999998836,-17.610000000000582,False,False,-458.0887757037999,52924.07564273162,-378.3999999999651,4060.0000000267755,-31.90000000031432,-3990.0000000488944,10,0.6065306597126334
9079,2024-04-20 07:19:00,64022.36,64022.37,64012.01,64012.02,8.08999,2024-04-20 07:19:00,-0.0161662243993832,-1.5619540485672847e-05,8.912946759600139,22.068009150715437,22.068009150715437,24.348037274600284,64020.70802553821,False,True,Buy,64029.10799999999,64065.481499999994,29.0156148563224,0.6334587288550018,0,0,-19.5,0.0,False,False,-1405.7520615962858,59988.943705975544,-375.20000000076834,11339.999999981956,-170.2499999999418,8330.000000132713,10,0.6065306597126334
9102,2024-04-20 07:42:00,64030.76,64030.77,64010.01,64010.02,7.2365,2024-04-20 07:42:00,-0.03240629466114697,-1.56174913947799e-05,45.48484848484363,48.49999999999573,48.49999999999573,48.451178451175224,64013.93721236829,False,True,Buy,64014.005999999994,64014.492999999995,52.94998502545504,0.5902004530989609,0,0,35.51000000000204,0.0,False,False,-633.8182753053843,-233188.10145217867,-15.000000000873115,-21480.000000155997,-37.64999999984866,-9150.000000008731,10,0.6065306597126334
9104,2024-04-20 07:44:00,64016.13,64016.65,64016.13,64016.65,8.67328,2024-04-20 07:44:00,0.0007966740887654922,-1.5621060566971497e-05,43.153205500677835,46.583782675374785,46.583782675374785,50.97485921953282,64016.13381495003,False,False,Hold,64013.764,64015.031500000005,53.879955123409914,0.6573189328158876,0,0,20.87999999999738,-14.630000000004657,False,False,83.52049553432153,-5261.92671051831,2.6000000005296897,2940.00000001688,103.19999999919673,15254.999999742722,10,0.6065306597126334
9113,2024-04-20 07:53:00,63961.84,63990.82,63961.84,63990.81,6.6699,2024-04-20 07:53:00,0.04527698933036728,-1.5634319523336595e-05,63.139931740613854,41.96722319589296,41.96722319589296,25.156319122439353,63978.49032096153,True,False,Sell,63963.676,63997.326,43.56896292961125,0.6326620669869849,0,0,0.0,10.849999999998545,False,False,1993.365941473894,146049.25860985531,640.2000000001863,104920.00000005646,-275.90000000054715,1889.9999998393469,10,0.6065306597126334
9150,2024-04-20 08:30:00,63891.31,63914.88,63891.31,63914.88,4.5546,2024-04-20 08:30:00,0.036890775913023255,0.0,93.70444360455508,88.08466957044838,88.08466957044838,88.2200581948343,63903.95526199549,True,False,Sell,63880.064,63808.670999999995,81.50620418526245,0.6184343533479473,0,0,0.0,-5.600000000005821,False,False,1767.6597409474198,95357.25700858166,1613.1999999990512,33059.99999989581,605.4999999993015,-14140.000000115833,10,0.6065306597126334
9200,2024-04-20 09:20:00,63527.11,63583.34,63527.1,63538.46,23.08368,2024-04-20 09:20:00,0.017882132192403866,1.5741313552857392e-05,27.36392742796039,21.387406616861934,21.387406616861934,17.336583225149038,63533.887117173064,True,False,Sell,63526.686,63567.07400000001,45.39738946217397,0.42439297029303846,0,0,0.0,2.470000000001164,False,False,739.9079840542981,64089.03444709722,-626.1999999995169,-22259.999999951106,-1109.5499999988533,-9779.99999988242,10,0.6065306597126334
9201,2024-04-20 09:21:00,63538.47,63580.82,63524.62,63528.88,18.00954,2024-04-20 09:21:00,-0.015077482205272386,1.5738499173630064e-05,20.547847741015143,22.397723230165543,22.397723230165543,20.086564006604267,63530.792548574456,False,True,Buy,63527.534,63557.986,48.12373225152111,0.39429470196928756,0,0,11.360000000000582,0.0,False,False,-309.45685986080207,-104936.48439151002,84.79999999981374,71099.99999993306,-908.8000000010652,20074.99999977881,10,0.6065306597126334
9315,2024-04-20 11:15:00,63826.66,63834.1,63776.53,63776.54,9.71617,2024-04-20 11:15:00,-0.0785408356726025,-1.5667431803603904e-05,67.10771721152854,77.83512863189269,77.83512863189269,86.56375658992975,63794.937575521435,False,True,Buy,63823.630000000005,63684.839,66.88013340192612,0.4231039806261097,0,0,18.2300000000032,0.0,False,False,-2976.7902504267113,-329465.65830316104,730.800000000454,-83039.9999999645,733.4499999997206,-27165.0000000227,10,0.6065306597126334
9333,2024-04-20 11:33:00,63743.55,63759.75,63724.2,63739.31,4.80354,2024-04-20 11:33:00,-0.006651653382983014,0.0,23.566404633842822,17.81961108812632,17.81961108812632,12.020560290472238,63734.42107451591,False,False,Hold,63719.793999999994,63791.96699999999,37.68750284958701,0.4700720205206696,0,0,50.13999999999942,47.55000000000291,False,False,791.0447601716442,-196598.37198116293,463.5999999998603,31900.000000023283,-345.5500000018219,28674.99999978463,10,0.6065306597126334
9357,2024-04-20 11:57:00,63697.1,63713.78,63697.09,63713.78,4.04617,2024-04-20 11:57:00,0.026202138904629635,1.5699304319926182e-05,29.90716922044413,47.0081956227372,47.0081956227372,62.25499280970683,63715.78440810775,True,False,Sell,63737.638,63738.759,50.87422836845183,0.5355663570985567,0,0,0.0,-50.95999999999913,False,False,-324.3200445671391,322525.9582565923,-1152.3999999997613,-29319.999999934225,-431.1999999998079,4535.000000032596,10,0.6065306597126334
9392,2024-04-20 12:32:00,63677.37,63677.37,63595.44,63604.04,15.11931,2024-04-20 12:32:00,-0.11515865055357066,0.0,15.152817317505178,43.37629502866843,43.37629502866843,46.66685207063699,63634.08992328263,False,True,Buy,63662.15800000001,63699.056,34.518189956865044,0.5141524962830706,0,0,6.639999999999418,0.0,False,False,-4862.179723061854,-399787.1188179124,-531.7999999992026,-133839.99999983644,-1117.7999999999884,-50909.99999985797,10,0.6065306597126334
9393,2024-04-20 12:33:00,63604.04,63661.54,63604.03,63657.25,12.8479,2024-04-20 12:33:00,0.08365820787483713,0.0,43.734221410538225,37.784173917054105,37.784173917054105,44.567897446085055,63648.40363787602,False,False,Hold,63663.969999999994,63691.3465,41.09381914736699,0.4478893826072602,0,0,-66.69000000000233,-73.33000000000175,False,False,1431.3714593394252,629355.1182401279,181.19999999835272,71299.99999975553,-770.9499999997206,34685.000000026776,10,0.6065306597126334
9447,2024-04-20 13:27:00,63880.0,63925.52,63879.99,63925.52,41.91439,2024-04-20 13:27:00,0.07125860989354305,0.0,97.97245008512414,70.68049321570383,70.68049321570383,50.46971260257825,63904.2216703084,False,False,Hold,63867.964,63873.326,58.824345702311476,0.34938668555139785,0,0,46.76000000000204,40.70999999999913,False,False,3446.1421344603878,178931.56131693104,2510.399999999936,169599.99999999127,-3.749999999854481,24160.00000004715,10,0.6065306597126334
9457,2024-04-20 13:37:00,63916.38,63977.49,63916.37,63963.78,7.93693,2024-04-20 13:37:00,0.07417505092983667,1.5645444187085893e-05,91.6074926542611,87.04590678111731,87.04590678111731,88.47768939363912,63948.469756439954,False,False,Hold,63933.148,63890.329000000005,75.19204699502946,0.3873306485228046,0,0,-17.74000000000524,-26.37000000000262,False,False,2477.2494456185086,366282.53390394093,1328.0000000006112,131460.00000007916,445.6999999994878,45734.99999984051,10,0.6065306597126334
9466,2024-04-20 13:46:00,63890.0,63890.0,63876.92,63877.54,5.96142,2024-04-20 13:46:00,-0.019502269525750737,0.0,0.4050169845849309,8.93429107274185,8.93429107274185,23.08313052303748,63889.40448378565,False,False,Hold,63922.562,63937.713,47.007722007722435,0.3239137887775128,0,0,-82.45999999999913,-105.98999999999796,False,False,-1919.7138024159358,109009.18309984263,-2515.400000000227,-86639.99999997031,-12.299999999231659,-13609.999999898719,10,0.6065306597126334
9474,2024-04-20 13:54:00,63852.03,63861.37,63850.65,63850.65,3.581,2024-04-20 13:54:00,-0.0021612468703025023,0.0,0.0,2.897738942100631,2.897738942100631,4.715049447026461,63853.55226790854,False,True,Buy,63860.219999999994,63919.262,29.06497078033773,0.45414384724371826,0,0,-14.309999999997672,0.0,False,False,-469.59681204752997,53653.49124549539,-922.6000000002387,59619.99999999534,-417.3499999997148,-13384.99999990745,10,0.6065306597126334
9501,2024-04-20 14:21:00,63895.49,63895.5,63867.53,63871.37,6.03645,2024-04-20 14:21:00,-0.03774914317112854,0.0,29.37323751478285,36.480219588683894,36.480219588683894,41.00237334303079,63878.5084734268,False,False,Hold,63889.54,63911.69049999999,37.83377209477263,0.6549044220686076,0,0,23.479999999995925,15.479999999995925,False,False,-1155.0292632353376,-203382.13749491842,-1070.400000000518,-81320.00000019616,-222.70000000135042,-6030.000000100699,10,0.6065306597126334
9513,2024-04-20 14:33:00,63767.08,63800.0,63767.08,63783.4,8.89536,2024-04-20 14:33:00,0.025593143044977396,0.0,25.01672240802773,21.592945882712716,21.592945882712716,25.699656326889393,63781.79009008463,False,False,Hold,63794.418000000005,63837.8085,34.80676245670581,0.6211146724301203,0,0,-43.470000000001164,-25.839999999996508,False,False,260.48889618978137,221915.1581911865,-543.1999999993423,41140.00000001397,-440.55000000007567,-8055.0000000948785,10,0.6065306597126334
9547,2024-04-20 15:07:00,63849.38,63849.39,63800.0,63800.0,10.91342,2024-04-20 15:07:00,-0.07733826076306016,0.0,0.0,5.793955930381245,5.793955930381245,11.59056071145095,63825.218503047065,False,True,Buy,63872.558000000005,63925.83949999999,24.889409315638176,0.7507705886543236,0,0,-56.03000000000611,0.0,False,False,-4080.4395075552748,-138756.2024185172,-2108.399999998801,-94199.99999976426,-576.8000000010943,-16955.000000016298,10,0.6065306597126334
9549,2024-04-20 15:09:00,63834.09,63834.1,63812.95,63812.95,5.09026,2024-04-20 15:09:00,-0.03313276132975718,-1.5665608196931213e-05,7.686828515460913,8.786834885289506,8.786834885289506,8.866435153173711,63819.732788195746,False,True,Buy,63835.986,63912.378500000006,26.54440154440121,0.6699175589588304,0,0,34.08999999999651,0.0,False,False,-1097.4781839213392,-164638.4882710845,-1715.9999999996217,22520.000000149594,-752.7000000001863,-15930.000000225846,10,0.6065306597126334
9557,2024-04-20 15:17:00,63909.7,63928.14,63909.7,63922.85,3.11981,2024-04-20 15:17:00,0.020560256023682832,-1.564707460265e-05,94.10639654317502,84.45022943976343,84.45022943976343,69.17758494767703,63915.03625905146,True,False,Sell,63895.862,63883.0245,48.78012976718165,0.6542528612626997,0,0,0.0,28.610000000000582,False,False,1264.2898434009112,8043.272296272335,990.0000000001455,-20440.00000001688,-78.10000000026776,3304.9999998911517,10,0.6065306597126334
9562,2024-04-20 15:22:00,63901.97,63901.97,63888.59,63891.31,5.72976,2024-04-20 15:22:00,-0.016681801828655196,0.0,63.318749999998545,72.4583333333324,72.4583333333324,77.92628522995906,63897.61120551043,False,True,Buy,63904.064,63877.9065,60.793117760253736,0.6643616235082017,0,0,-5.099999999998545,0.0,False,False,-1019.5564685971476,-7514.721236730111,-630.7999999997264,-47599.99999994761,-70.55000000036671,-4190.00000008964,10,0.6065306597126334
9563,2024-04-20 15:23:00,63891.3,63914.84,63891.3,63914.83,7.07617,2024-04-20 15:23:00,0.03681251800911056,-1.5651580777982655e-05,78.01875000000109,70.43958333333343,70.43958333333343,74.1663730836667,63908.25300575029,False,False,Hold,63907.93999999999,63877.090000000004,69.05011219147474,0.6691294886207728,0,0,-15.769999999996799,-10.669999999998254,False,False,1064.180023985682,208373.64925828297,387.599999998929,101839.99999986554,-81.6499999993539,-1109.9999998987187,10,0.6065306597126334
9586,2024-04-20 15:46:00,64637.86,64812.27,64628.16,64782.72,105.67505,2024-04-20 15:46:00,0.22412564774354493,1.5470811609664105e-05,96.49482824065336,92.14371894578812,92.14371894578812,91.97276407903264,64711.520849315195,False,False,Hold,64589.388,64231.713,88.36819502712575,0.5654969305279489,0,0,469.7099999999991,268.6299999999974,False,False,11520.264577813941,480027.8748726123,8152.799999999843,142239.99999994703,4189.450000000943,64815.00000023516,10,0.6065306597126334
9590,2024-04-20 15:50:00,64800.0,64889.0,64669.29,64697.11,66.29685,2024-04-20 15:50:00,-0.15878086419752746,0.0,68.20915348387874,81.35301055700187,81.35301055700187,89.4457033577131,64746.56514941654,False,True,Buy,64810.48,64404.764,72.57427836323261,0.5145587162439257,0,0,-63.20999999999913,0.0,False,False,-8002.011267467606,-370042.55011255736,1185.1999999998952,-343559.9999999977,3785.5500000005122,-43845.000000001164,10,0.6065306597126334
9592,2024-04-20 15:52:00,64831.93,64850.0,64738.46,64785.84,34.88489,2024-04-20 15:52:00,-0.07109151308622996,0.0,77.96978150284572,76.88957696836387,76.88957696836387,78.67341037572832,64790.990249607,False,False,Hold,64804.848,64485.202000000005,74.31545135335124,0.5535647310729367,0,0,134.80999999999767,31.93000000000029,False,False,-833.3278914673429,-610916.5801980271,-1547.400000000198,-253159.99999998894,3884.1500000009546,-27549.999999828287,10,0.6065306597126334
9604,2024-04-20 16:04:00,64690.96,64726.54,64556.57,64607.48,61.85952,2024-04-20 16:04:00,-0.12902886725267848,1.5458112768536046e-05,12.332251344412462,33.31545998940086,33.31545998940086,56.55296600395081,64670.12827842806,False,False,Hold,64802.704000000005,64787.263,44.75031335293507,0.5829826015429094,0,0,-213.9300000000003,-130.0500000000029,False,False,-10136.704383327015,289580.25220388663,-4017.399999999907,-254979.99999999593,192.5999999999476,-79789.99999992084,10,0.6065306597126334
9658,2024-04-20 16:58:00,64800.31,64800.32,64772.21,64779.8,6.92811,2024-04-20 16:58:00,-0.03165108315067444,0.0,70.88842495940825,69.81558803061945,69.81558803061945,71.5674588752463,64783.3249616452,False,False,Hold,64788.052,64764.694,53.241039715854335,0.5437944547689654,0,0,46.56999999999971,7.559999999997672,False,False,-570.3507750971767,-239574.07713074645,-828.9999999986321,-136679.99999976018,166.1999999996624,-6665.000000066357,10,0.6065306597126334
9668,2024-04-20 17:08:00,64919.6,64956.25,64916.31,64956.24,11.21359,2024-04-20 17:08:00,0.0564390415221272,0.0,98.52534562211954,91.60997732426317,91.60997732426317,90.79970901218108,64943.7514194756,False,False,Hold,64931.366,64821.67049999999,64.60142552842771,0.3632908533405387,0,0,11.470000000001164,-26.010000000002037,False,False,2020.6947759717877,265892.37063672044,1808.4000000009837,50280.00000020256,1399.7499999997672,42519.999999931315,10,0.6065306597126334
9676,2024-04-20 17:16:00,65050.03,65116.85,65050.02,65100.33,25.748,2024-04-20 17:16:00,0.0773404835233027,1.5372785438094055e-05,73.33909263181386,63.13768770263999,63.13768770263999,57.20459505347577,65072.46816421201,False,False,Hold,65023.648,64925.511,67.33905639897931,0.4256364349441438,0,0,95.72999999999593,43.729999999995925,False,False,4508.13972939286,84600.56892094144,2920.599999999831,272639.99999995576,1732.9500000007101,44660.00000022177,10,0.6065306597126334
9686,2024-04-20 17:26:00,65263.28,65360.0,65247.65,65318.97,49.20646,2024-04-20 17:26:00,0.08533129196082179,0.0,82.10981829421792,80.82177389016641,80.82177389016641,81.85993211780712,65308.3098159098,True,False,Sell,65306.60400000001,65155.530000000006,70.81053738535428,0.4725274818686702,0,0,0.0,-89.9800000000032,False,False,1724.8540184271405,621995.8855901496,779.0000000008149,186820.0000001525,1866.8000000005122,9100.000000107684,10,0.6065306597126334
9699,2024-04-20 17:39:00,65181.95,65244.66,65170.71,65219.34,24.3799,2024-04-20 17:39:00,0.05734715556267034,-1.5341668157933987e-05,37.410658307208934,27.25600835945625,27.25600835945625,19.425945298089243,65200.95333162152,True,False,Sell,65171.964,65246.091,46.65407693947773,0.6020708329401038,0,0,0.0,6.94999999999709,False,False,2975.025437624572,123451.87744736904,1009.4000000004598,66220.00000010303,-484.8500000000058,38029.999999998836,10,0.6065306597126334
9704,2024-04-20 17:44:00,65362.51,65362.51,65316.74,65335.81,23.73173,2024-04-20 17:44:00,-0.04084910447901269,0.0,73.92163009404315,74.50783699059568,74.50783699059568,62.30546847788224,65334.29450880767,False,False,Hold,65286.05,65240.177,52.590171521129186,0.560385949375865,0,0,47.779999999998836,143.1800000000003,False,False,245.21162588498555,-471691.1495081149,2329.4000000008964,-128159.99999991618,-87.24999999976717,-27139.999999999418,10,0.6065306597126334
9709,2024-04-20 17:49:00,65185.91,65222.43,65162.2,65194.28,12.45928,2024-04-20 17:49:00,0.01285554084549112,1.534074086886469e-05,31.85242744687303,24.467042805500565,24.467042805500565,32.61746830786402,65191.707607032164,False,False,Hold,65206.208,65226.64200000001,51.215914677962324,0.6372592456818678,0,0,-50.07999999999447,-91.87999999999738,False,False,416.2219254380034,68245.1260349626,-2830.6000000004133,70159.99999988708,-300.4499999988184,6605.000000126893,10,0.6065306597126334
9712,2024-04-20 17:52:00,65220.66,65244.65,65150.0,65185.01,78.19881,2024-04-20 17:52:00,-0.05466059374438226,0.0,25.189702857953932,37.90156726473406,37.90156726473406,38.40335055220942,65200.282287200935,False,True,Buy,65208.552,65215.85799999999,50.18625044272664,0.5805867274983337,0,0,26.390000000006694,0.0,False,False,-2471.1079777065606,-176995.44720948325,958.6000000002969,210140.00000010128,-236.30000000048312,39039.99999994994,10,0.6065306597126334
9724,2024-04-20 18:04:00,65284.32,65299.42,65261.02,65268.84,11.17169,2024-04-20 18:04:00,-0.0237116661397474,0.0,76.4883825706343,69.33127373366601,69.33127373366601,64.07026859424015,65266.06810776232,False,True,Buy,65249.732,65232.754499999995,51.31628307257685,0.5873631586902709,0,0,64.30999999999767,0.0,False,False,448.5015853701043,-323040.7423723227,1376.8000000003667,-2259.999999878346,-334.8500000007334,5609.999999869615,10,0.6065306597126334
9728,2024-04-20 18:08:00,65008.05,65018.75,64919.92,64969.89,65.08403,2024-04-20 18:08:00,-0.058700422486146486,0.0,12.777763571739381,16.866669307691975,16.866669307691975,43.92678848493273,65017.483208856436,False,True,Buy,65150.621999999996,65215.12999999999,30.104909904462048,0.4933498956759385,0,0,-260.7899999999936,0.0,False,False,-7700.7429563382175,628564.6140911558,-6288.59999999986,-204959.9999999191,-1080.0500000012107,-43490.00000016531,10,0.6065306597126334
9753,2024-04-20 18:33:00,65060.56,65112.5,65060.56,65112.5,12.42781,2024-04-20 18:33:00,0.07981792966154089,-1.537029263966988e-05,100.0,92.11682108912053,92.11682108912053,82.79149593498548,65091.45405981981,True,False,Sell,65054.926,65029.1295,62.4480953240657,0.5592624422447187,0,0,0.0,-4.139999999999418,False,False,3405.304653674102,289255.18318850663,1218.800000000192,118459.9999999773,190.60000000026776,44125.00000005821,10,0.6065306597126334
9754,2024-04-20 18:34:00,65112.5,65126.62,65091.39,65109.88,9.55151,2024-04-20 18:34:00,-0.004023804952968391,0.0,92.18341426970258,92.77965359219809,92.77965359219809,89.74479963878673,65102.841917125836,False,False,Hold,65077.902,65030.2275,67.53786505257898,0.5349442181437113,0,0,51.94000000000233,47.80000000000291,False,False,1138.7857306028309,-226651.89230712713,2297.6000000002387,107880.00000000466,109.79999999981374,-8080.000000045402,10,0.6065306597126334
9764,2024-04-20 18:44:00,64972.31,64987.5,64963.04,64987.49,4.30008,2024-04-20 18:44:00,0.02334840436666319,-1.539116965815176e-05,28.67322875012759,20.132982731896735,20.132982731896735,23.896737065822318,64983.666193398785,False,False,Hold,64990.941999999995,65029.320999999996,43.08568812472901,0.46789055838029925,0,0,-27.580000000001746,-52.69000000000233,False,False,618.7049047177425,145347.1996094595,545.1999999990221,22399.999999906868,-166.1500000001979,-5835.000000006403,10,0.6065306597126334
9769,2024-04-20 18:49:00,64965.78,64979.38,64956.25,64970.83,6.18273,2024-04-20 18:49:00,0.0077733231248933166,0.0,29.84949832776117,26.99628733681806,26.99628733681806,24.227834001905617,64971.51115651696,False,False,Hold,64975.481999999996,65014.134999999995,39.07284768211874,0.5896958925594187,0,0,12.75,-28.110000000000582,False,False,-110.21343960892409,99543.62556243723,-333.20000000021537,-20240.000000048894,-120.85000000079162,30804.99999996391,10,0.6065306597126334
9816,2024-04-20 19:36:00,64803.65,64838.21,64803.65,64815.42,15.56824,2024-04-20 19:36:00,0.018147123171741164,-1.5431227190003262e-05,20.836909871243414,37.614449213162196,37.614449213162196,44.76037195994379,64819.18227488063,False,False,Hold,64828.772,64829.137,47.92989298022826,0.5367562521117712,0,0,-40.099999999998545,-70.43999999999505,False,False,-608.7488631885208,288778.4322020161,-1032.8000000001339,56820.000000006985,-353.09999999881256,-12124.999999796273,10,0.6065306597126334
9817,2024-04-20 19:37:00,64815.42,64831.6,64807.93,64828.01,20.42404,2024-04-20 19:37:00,0.019424390060263086,0.0,34.34549356223502,21.13376251788469,21.13376251788469,35.49833094897604,64824.638109047744,False,False,Hold,64832.986,64829.4305,52.977908131889016,0.572675128252801,0,0,-28.330000000001746,-58.669999999998254,False,False,545.5834167114517,115433.22798999725,421.3999999999942,145420.0000000128,29.349999999976717,38244.99999987893,10,0.6065306597126334
9833,2024-04-20 19:53:00,64819.39,64837.61,64807.64,64837.6,15.34484,2024-04-20 19:53:00,0.028108877314170222,1.5427484807841834e-05,32.095603926588204,18.92730118082115,18.92730118082115,17.598233790824946,64830.18898365146,True,False,Sell,64827.228,64850.738,48.57154178388892,0.545611373432392,0,0,0.0,6.5,False,False,1199.1276343120262,100782.86583368026,-88.19999999977881,-10580.000000045402,-30.75000000098953,-9295.00000020198,10,0.6065306597126334
9844,2024-04-20 20:04:00,64937.5,64942.68,64907.02,64907.03,5.92903,2024-04-20 20:04:00,-0.046937432617921715,-1.539942015337094e-05,60.52615553254975,77.36241943894419,77.36241943894419,86.67265134941941,64914.08013098661,False,True,Buy,64910.458000000006,64859.647,67.43075099985217,0.5163390396208539,0,0,23.400000000001455,0.0,False,False,-1140.7351561465475,-308601.9342902,811.8000000002212,-127740.0000000489,29.649999999674037,-16435.00000005588,10,0.6065306597126334
9846,2024-04-20 20:06:00,64929.35,64991.99,64917.84,64959.63,21.78136,2024-04-20 20:06:00,0.04663530437314378,0.0,82.44643341469984,72.36369857911177,72.36369857911177,73.76005260683019,64945.83622531467,True,False,Sell,64929.524,64866.79549999999,72.66117304895803,0.4525414764111658,0,0,0.0,-8.150000000001455,False,False,2231.879627402668,128814.98219991045,1159.0000000003783,41140.00000015949,567.149999999674,41944.99999997788,10,0.6065306597126334
9869,2024-04-20 20:29:00,64746.99,64752.42,64718.09,64718.1,3.37788,2024-04-20 20:29:00,-0.04463527267672962,-1.544473103315562e-05,28.699578387105177,34.890889886464635,34.890889886464635,37.76375761021572,64730.18442921277,False,True,Buy,64749.774,64824.495500000005,26.74844950657254,0.2982504282832649,0,0,46.98999999999796,0.0,False,False,-1955.3017200916656,-151237.35861183377,361.99999999953434,-199660.0000000035,-1253.1999999999243,-25339.999999996508,10,0.6065306597126334
