L1_Persistence,L2_Persistence
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
10.000003674067557,2.2668041524520848
