Timestamp,Open,High,Low,Close
2024-06-10 20:44:03,69702.2,69702.2,69702.2,69702.2
2024-06-10 20:44:04,69702.2,69702.2,69702.2,69702.2
2024-06-10 20:44:05,,,,
2024-06-10 20:44:06,,,,
2024-06-10 20:44:07,,,,
2024-06-10 20:44:08,,,,
2024-06-10 20:44:09,69703.0,69703.0,69703.0,69703.0
2024-06-10 20:44:10,,,,
2024-06-10 20:44:11,,,,
2024-06-10 20:44:12,69703.0,69703.0,69703.0,69703.0
2024-06-10 20:44:13,69868.0,69868.0,69868.0,69868.0
2024-06-10 20:44:14,69888.0,69888.0,69888.0,69888.0
2024-06-10 20:44:15,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:16,,,,
2024-06-10 20:44:17,,,,
2024-06-10 20:44:18,,,,
2024-06-10 20:44:19,,,,
2024-06-10 20:44:20,69888.0,69888.0,69888.0,69888.0
2024-06-10 20:44:21,,,,
2024-06-10 20:44:22,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:23,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:24,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:25,,,,
2024-06-10 20:44:26,69703.1,69888.0,69703.1,69888.0
2024-06-10 20:44:27,69888.0,69888.0,69888.0,69888.0
2024-06-10 20:44:28,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:29,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:30,,,,
2024-06-10 20:44:31,69703.1,69888.0,69703.1,69888.0
2024-06-10 20:44:32,,,,
2024-06-10 20:44:33,,,,
2024-06-10 20:44:34,69888.0,69888.0,69703.1,69703.1
2024-06-10 20:44:35,,,,
2024-06-10 20:44:36,,,,
2024-06-10 20:44:37,,,,
2024-06-10 20:44:38,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:39,69888.0,69888.0,69888.0,69888.0
2024-06-10 20:44:40,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:41,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:42,,,,
2024-06-10 20:44:43,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:44,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:45,69703.1,69703.1,69703.1,69703.1
2024-06-10 20:44:46,,,,
2024-06-10 20:44:47,,,,
2024-06-10 20:44:48,,,,
2024-06-10 20:44:49,,,,
2024-06-10 20:44:50,69888.0,69888.0,69888.0,69888.0
2024-06-10 20:44:51,,,,
2024-06-10 20:44:52,69703.5,69703.5,69703.5,69703.5
2024-06-10 20:44:53,69703.5,69703.5,69703.5,69703.5
