Timestamp,Open,High,Low,Close
2024-06-23 21:22:00,65630.3,65640.3,65630.3,65640.3
2024-06-23 21:23:00,65640.3,65730.2,65630.3,65730.2
2024-06-23 21:24:00,65640.3,65780.2,65640.3,65640.3
2024-06-23 21:25:00,65640.3,65730.2,65640.3,65640.3
2024-06-23 21:26:00,65630.3,65730.2,65630.3,65630.3
2024-06-23 21:27:00,65630.3,65830.2,65550.0,65830.2
2024-06-23 21:28:00,65560.0,65880.2,65560.0,65780.2
2024-06-23 21:29:00,65560.1,65780.2,65560.0,65610.1
2024-06-23 21:30:00,65610.1,65780.2,65610.1,65680.2
2024-06-23 21:31:00,65680.2,65680.2,65680.2,65680.2
2024-06-23 21:32:00,65680.2,65770.2,65610.1,65680.2
2024-06-23 21:33:00,65680.2,65680.2,65650.0,65650.0
2024-06-23 21:34:00,65680.2,65780.2,65650.0,65650.0
2024-06-23 21:35:00,65650.0,65680.2,65650.0,65680.2
2024-06-23 21:36:00,65680.2,65680.2,65650.0,65650.0
2024-06-23 21:37:00,65650.0,65780.2,65650.0,65780.2
2024-06-23 21:38:00,65780.2,65780.2,65760.1,65780.1
2024-06-23 21:39:00,65780.1,65830.2,65690.0,65690.0
2024-06-23 21:40:00,65690.0,65800.0,65610.1,65800.0
2024-06-23 21:41:00,65800.0,65880.2,65550.0,65560.0
2024-06-23 21:42:00,65560.0,65880.2,65550.0,65550.0
2024-06-23 21:43:00,65550.0,65780.2,65550.0,65780.2
2024-06-23 21:44:00,65780.2,65780.2,65550.0,65780.1
2024-06-23 21:45:00,65680.1,65770.2,65550.0,65770.2
2024-06-23 21:46:00,65770.2,65770.2,65550.0,65770.2
2024-06-23 21:47:00,65550.0,65760.2,65550.0,65760.2
2024-06-23 21:48:00,65550.0,65780.1,65550.0,65650.0
2024-06-23 21:49:00,65550.0,65770.1,65450.0,65550.0
2024-06-23 21:50:00,65550.0,65780.1,65550.0,65780.1
2024-06-23 21:51:00,65780.1,65780.1,65550.0,65550.0
2024-06-23 21:52:00,65550.0,65780.1,65409.5,65550.0
2024-06-23 21:53:00,65770.1,65880.2,65409.6,65419.5
2024-06-23 21:54:00,65419.5,65880.2,65419.5,65770.1
2024-06-23 21:55:00,65770.1,65870.2,65519.5,65599.8
2024-06-23 21:56:00,65770.1,65796.5,65519.5,65770.1
2024-06-23 21:57:00,65770.1,65862.0,65735.5,65770.1
2024-06-23 21:58:00,65770.1,65860.2,65519.5,65519.5
2024-06-23 21:59:00,65519.5,65860.2,65519.5,65529.5
2024-06-23 22:00:00,65529.5,65880.0,65519.5,65880.0
2024-06-23 22:01:00,65880.0,65880.0,65519.5,65529.5
2024-06-23 22:02:00,65529.5,65880.0,65529.5,65880.0
2024-06-23 22:03:00,65599.8,65599.8,65529.5,65529.5
2024-06-23 22:04:00,65529.5,65880.0,65529.5,65599.8
2024-06-23 22:05:00,65796.5,65796.5,65796.5,65796.5
